"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Age Groups"	"Age Groups Code"	"Year"	"Year Code"	Count
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"55-59 years"	"55-59"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"60-64 years "	"60-64"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"65-69 years"	"65-69"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"70-74 years"	"70-74"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"75-79 years"	"75-79"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"80-84 years"	"80-84"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"85+ years"	"85+"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"85+ years"	"85+"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"85+ years"	"85+"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"85+ years"	"85+"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"85+ years"	"85+"	"2020"	"2020"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"1999"	"1999"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2000"	"2000"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2001"	"2001"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2002"	"2002"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2003"	"2003"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2004"	"2004"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2005"	"2005"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2006"	"2006"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2007"	"2007"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2008"	"2008"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2009"	"2009"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2010"	"2010"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2011"	"2011"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2012"	"2012"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2013"	"2013"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2014"	"2014"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2015"	"2015"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2016"	"2016"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2017"	"2017"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2018"	"2018"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2019"	"2019"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2020"	"2020"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"< 1 year"	"1"	"2021"	"2021"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"1999"	"1999"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2000"	"2000"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2001"	"2001"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2002"	"2002"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2003"	"2003"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2004"	"2004"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2005"	"2005"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2006"	"2006"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2007"	"2007"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2008"	"2008"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2009"	"2009"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2010"	"2010"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2011"	"2011"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2012"	"2012"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2013"	"2013"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2014"	"2014"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2015"	"2015"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2016"	"2016"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2017"	"2017"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2018"	"2018"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2019"	"2019"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2020"	"2020"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2021"	"2021"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"1999"	"1999"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2000"	"2000"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2001"	"2001"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2002"	"2002"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2003"	"2003"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2004"	"2004"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2005"	"2005"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2006"	"2006"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2007"	"2007"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2008"	"2008"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2009"	"2009"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2010"	"2010"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2011"	"2011"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2012"	"2012"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2013"	"2013"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2014"	"2014"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2015"	"2015"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2016"	"2016"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2017"	"2017"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2018"	"2018"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2019"	"2019"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2020"	"2020"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2021"	"2021"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"1999"	"1999"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2000"	"2000"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2001"	"2001"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2002"	"2002"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2003"	"2003"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2004"	"2004"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2005"	"2005"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2006"	"2006"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2007"	"2007"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2008"	"2008"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2009"	"2009"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2011"	"2011"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2012"	"2012"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2013"	"2013"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2014"	"2014"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2015"	"2015"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2016"	"2016"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2017"	"2017"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2018"	"2018"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2019"	"2019"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2020"	"2020"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2021"	"2021"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"1999"	"1999"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2000"	"2000"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2001"	"2001"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2002"	"2002"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2003"	"2003"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2004"	"2004"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2005"	"2005"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2006"	"2006"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2007"	"2007"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2008"	"2008"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2009"	"2009"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2010"	"2010"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2012"	"2012"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2013"	"2013"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2014"	"2014"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2015"	"2015"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2016"	"2016"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2017"	"2017"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2018"	"2018"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2019"	"2019"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2020"	"2020"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2021"	"2021"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"1999"	"1999"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2000"	"2000"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2001"	"2001"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2002"	"2002"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2003"	"2003"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2004"	"2004"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2005"	"2005"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2006"	"2006"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2007"	"2007"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2008"	"2008"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2009"	"2009"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2010"	"2010"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2011"	"2011"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2012"	"2012"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2013"	"2013"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2014"	"2014"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2015"	"2015"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2016"	"2016"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2017"	"2017"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2018"	"2018"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2019"	"2019"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2020"	"2020"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2021"	"2021"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2000"	"2000"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2001"	"2001"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2002"	"2002"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2003"	"2003"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2004"	"2004"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2005"	"2005"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2006"	"2006"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2007"	"2007"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2008"	"2008"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2009"	"2009"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2011"	"2011"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2012"	"2012"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2014"	"2014"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2015"	"2015"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2018"	"2018"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2019"	"2019"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2020"	"2020"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2021"	"2021"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"30-34 years"	"30-34"	"1999"	"1999"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2001"	"2001"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2002"	"2002"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2003"	"2003"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2004"	"2004"	0
	"Mesothelioma"	"36010"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2005"	"2005"	0
